lot,title,priority,photo_count,photo_review_status,source_photo_url,existing_photo_findings,market_research_status,required_next_checks,historical_unverified_low_usd,historical_unverified_high_usd,researched_low_usd,researched_high_usd,researched_max_hammer_usd
18218,"Entire content of items shown on wall and in wood shelf, includes assorted hammers, rakes, pickaxes,...",Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/dfe3cdf6e3b2781e86a0/large,"Entire wall/shelf grouping of long-handled rakes, picks, hammers, metal hoops, coiled hoses and assorted hand tools. Numerous worn/oxidized items; verify lot boundaries and removal labor.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18219,"Lot including contents of 60"" width x 54"" height x 10"" depth storage unit with 35 divided compartmen...",Low,15,Batch 05: all source photographs inspected,https://d1ljvnrgb7j023.cloudfront.net/files/1/e6181424706b7c9ecc84/large,"Large wall-mounted collection of vintage plumbing wrenches and fittings, plus densely stocked multi-bin galvanized pipe fittings. Extremely dirty and heavy; many sizes and thread types mixed. Value is chiefly local workshop use or sorted resale; verify what is included and disassembly obligations.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",250,720,,,
18221,"(1) First Jefferson Tool, approx. 4.5"" heavy duty bench vise with rotating base.",Low,4,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/38e66db208f0eb87e9cd/large,"Red First Jefferson swivel bench vise appears complete but jaws and top edges visibly battered and dirty. Inspect screw action, cracks, jaw alignment and missing detachable hardware.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",45,115,,,
18222,"Lot of (10) 53"" width x 48"" height x 48"" depth stackable steel racks, winning bidder responsible for...",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/70f3a2ef413a0a5e72c2/large,"Ten large stackable industrial steel racks, used and rusty in spots. Photos show loaded multi-level structures; confirm exact ten units, weld integrity, dimensions and dismantling/loading obligations.",Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18223,"(1) Universal Spur Geared block/hoist, manual, tonnage is unknown, 1/2"" thick chain with block hook,...",Low,10,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/761f49ad25d42caea396/large,"Large ceiling-mounted industrial manual chain hoist with multiple chain falls and substantial lower hook, attached to overhead beam/trolley. Oxidation and age visible; working load limit, chain condition, brake and attachment integrity cannot be established from photos. Require qualified inspection and safe removal before use.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18224,"(1) Ramco truck mount hydraulic jib crane arm, model RH5000, S/N 7159, does not include hydraulic ja...",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/1b674fe6086e834fa6f2/large,"Tall gray Ramco hydraulic truck jib crane with base and pivot assembly; visibly used, no separate hydraulic jack shown. Inspect mounting and rated load.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",100,450,,,
18225,"(1) Apache Bullseye III, laser receiver, with case and measuring stick, battery powered, in working ...",Low,8,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/c1360672a45ef88ca5e2/large,"Apache Bullseye III laser receiver, case and stick are photographed; two images show its LED indicators illuminated. This supports power-on only, not accuracy or receiver calibration; verify mount and compatibility.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify exact model, voltage, completeness and operation | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",135,295,,,
18226,"(1) Spectra Precision Laser receiver, model LR50, with case, and magnetic mounting bar, in working c...",Low,9,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/0c1e23fa390401385fe7/large,"Spectra Precision LR50 receiver and fitted case shown with mounting bar, packaged instructions and apparently present battery cover. No powered-on demonstration in photographs. Check whether the battery and receiver function.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify exact model, voltage, completeness and operation | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",115,290,,,
18250,"Lot of (2) new Gladiator 11R24.5 tires, model QR92P0S.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/86b0f7f41f758cda756a/large,Two Gladiator heavy-truck tires outdoors with new-looking tread/labels; verify DOT age and casing before use.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",100,300,,,
18251,(2) new Sailun 25570R225 tires with rims.,Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/4d7f6f10f30037d002c0/large,"Two mounted Sailun truck tires with white steel rims, clean tread; inspect bead and wheel condition.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",90,280,,,
18252,"Lot of (3) new Power King 9.50-16.5 tires, 10P.R.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/c153c9c9b908df1cf4e9/large,"Three Power King truck/implement tires stacked outdoors, labels attached and tread appears unworn; check age.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Verify exact model, voltage, completeness and operation | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",70,210,,,
18253,"(1) new Sumitomo ST720, 385/65R225 tire with steel rim, tire is in new condition.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/31f9b8f05c8e919d5b7c/large,"Single new-looking Sumitomo truck tire on white steel rim; paper label attached, verify date and fit.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",80,240,,,
18254,Lot of (2) new Sumitomo ST727 8.25R15TR tires with rims.,Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/b7dddf932d29bbe2f61d/large,"Two Sumitomo tires on separate white-rim wheels, apparently unused; inspect rim-ring type and DOT date.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",90,280,,,
18255,(1) new Concorde 7.50-16LT tire.,Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/2c33b4106da8dc25e33a/large,Single loose Concorde tire with aggressive tread; dirt/weather exposure and date unknown.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify exact model, voltage, completeness and operation | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",20,75,,,
18256,"Lot of (2) new Gateway TRU-STEERF-3 11L-16SL tires, load range E.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/15139e5a78d494ae66e8/large,"Two new-looking Gateway steering/implement tires, one upright and one on ground; inspect sidewall storage condition.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",45,160,,,
18257,"Lot of (2) new Firestone Transforce HT 9.50R16.5LT load range E tires, includes (1) steel rim.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/e8352833eff79ff9a359/large,"Two Firestone Transforce tires, one mounted to white rim; paper labels remain, inspect DOT date.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",80,240,,,
18258,(1) new Farm and Field 11L-16SL tire with tube.,Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/b0f53d969d9c2ad26501/large,"One new-looking Farm and Field implement tire with tube, unmounted; verify tube and bead.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",25,95,,,
18259,"Lot of (2) new Goodyear 11R225 tires, model G622RSD, load range E, with (2) steel rims.",Low,8,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/47dc0893663ef28cd472/large,Two Goodyear truck tires on white steel rims with deep block tread and labels; inspect wheel compatibility.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",100,350,,,
18260,"Lot of (4) new Gladiator 11R225 tires, (2) with steel rims, model QR92POSG416PR.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/de0daee77207f4454430/large,"Four Gladiator heavy-truck tires, two on white steel rims, deep tread visible; check DOT and rim condition.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",160,480,,,
18261,(4) steel 22.5 rims.,Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/d82ee49fcac7cec07150/large,Four white steel truck rims and separate ring components laid on gravel; inspect multi-piece rim compatibility and corrosion.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",20,100,,,
18262,Lot of (2) new Kelly Armor Steel KTSA11R 225 tires with steel rims.,Low,8,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/fcdee335d37763777a57/large,"Two Kelly truck tires on white steel rims, stored outdoors with labels; verify DOT and casing.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",100,340,,,
18263,"Lot of (4) approx. 43.5"" diameter spool tops used as crane mats.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/f58af403a61eab02256e/large,"Stacked round wooden cable-spool tops on pallets, weathered; check thickness, rot and handling weight.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,45,,,
18264,"(1) 2 pt. lift apparatus with 5-ton Crosby hooks, 48"" reach.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/9ea131c3edb0337e10b3/large,"Large two-point lifting spreader/hook assembly laid on gravel, surface rust; load certification and cracks unverified.",Not researched,"Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,100,,,
18265,"Lot of (2) wheelbarrows with wood handles, single wheel.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/25662f90e97f72c2c5b7/large,"Two rusty steel wheelbarrows with wood handles, worn trays and wheels; inspect bearings and handle integrity.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",15,65,,,
18266,"(1) 24' aluminum extension ladder, and (1) 6' aluminum extension ladder.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/895e94da46165bca9b43/large,"Two aluminum extension ladders laid on pallets, used; inspect rails, feet, rung locks and labels.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,90,,,
18267,"(1) skid full of assorted conveyor belt, 20"" wide, 23.5"" wide, 24"" wide, and more.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/7992bb199f993c36b52d/large,Pallet of thick rolled industrial conveyor belt sections in mixed widths; weathered edges and lengths unknown.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,100,,,
18268,"(6) Luff Industries Ltd., model ST1043, conveyor belt with 43° steel belt conveyor shafts.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/6949d6e4fae5b0de4d45/large,"Six blue steel conveyor idler/shaft assemblies on pallet, paint worn but visually complete; bearings untested.",Not researched,"Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",60,240,,,
18269,"(1) steel counterweight, 32"" wide x 11.5"" deep x 17"" tall.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/e935706005c6c63d0e6e/large,Large rectangular steel counterweight on pallet with lifting eye and rust; substantial loading weight.,Not researched,"Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,100,,,
18270,"(1) Crane cable counterweight, 13 1/4"" diameter x 12.5"" tall.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/e09e2b90a02823d3f3f5/large,Round rusted crane counterweight with cylindrical form and heavy lifting requirement; exact fitment unverified.,Not researched,"Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,65,,,
18271,"(1) forklift counterweight, approx. 27.5"" wide x 16.5"" deep x approx. 7 1/4"" tall.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/b803d346614d5d6bb2db/large,Yellow/gray rectangular forklift counterweight with mounting holes; surface rust and application unknown.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,120,,,
18272,"Lot of (2) pipe handling clamps, OT-800, and OT-400.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/76c3eb455b6b0b16e47a/large,Two heavy industrial pipe-handling clamp assemblies with rusted cast jaws and hooks; no safe-lifting use without certification.,Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,120,,,
18273,"(1) Super Grip Master 13-24, 4-ply tire.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/f7b2f956d5ab98aaed21/large,Large single off-road tractor tire on ground with heavy mud and worn tread; check casing and bead damage.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,75,,,
18274,"(1) BF Goodrich Silver Town 21.00-25, 20-ply rating tire with tube.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/6b2a58c79242294577d8/large,"One very large off-road industrial tire with distinctive round lug tread, weathered and dirty; date and sidewall integrity unknown.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,180,,,
18275,Lot of (3) 23.5-25 tires.,Low,8,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/88ed0b5730783c5c6aa2/large,"Three very large earthmover tires stacked outdoors; visibly used, mixed tread wear and casing condition.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,270,,,
18276,Lot of (3) Hercules 23.5-25 tires.,Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/02de2059cf6b9b0351b5/large,Three Hercules heavy off-road tires stacked outdoors with deep block tread; dirty and storage weathering.,Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,360,,,
18277,"Lot of (7) various 29.5-25 tires, various conditions.",Low,12,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/98ae35db0af73e8c3232/large,"Seven assorted giant off-road tires in multiple outdoor stacks; variable tread, substantial disposal/transport risk.",Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,500,,,
18278,"Lot of (7) various 20.5-25 tires, various conditions.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/1032efaeffb87bbd306e/large,"Seven large off-road tires stacked outside, mixed wear and dirt; inspect sidewalls and actual sizes.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",0,400,,,
18279,"(1) skid of assorted grease buckets, includes manual pumps, (1) pneumatic, and (1) retractable greas...",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/4d2206179739512e74cc/large,"Pallet of mixed grease pumps and dispensing equipment, used hoses and reels; leak/pressure testing needed.",Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",30,130,,,
18281,"Lot of (3) assorted manual barrel pumps with hoses, 1 includes nozzle.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/59dfb9723548e15685d1/large,Three loose manual drum/barrel pumps with long metal tubes and hoses on dirty ground; seals untested.,Not researched,"Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",15,65,,,
18283,"Various cuts of heavy duty steel lifting cable, includes 7/8"" x 82', and others.",Low,4,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/01bf814c7e5e6c2744af/large,"Large coils of heavy steel lifting cable on pallets, rusty/dirty; no overhead lifting without grade and strand inspection.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18284,"(2) partial spools of galvanized hoist line, includes partial 3/4"", and partial 1/2"".",Low,0,No source photos,,,Not researched,"No photos: inspect in person or obtain exact-label images | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18285,"(2) skids of assorted Truck Oversize load banners/flags, Men Working safety signs, traffic cones, bu...",Low,8,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/6465db868155bf626903/large,"Two pallets of oversize-load signage, safety flags, cones and steel stands; worn and mixed completeness.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18287,"(1) skid with a Clipper Lacing belt, Flexco Quick Fit 190E connectors, various scalloped edges, and ...",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/9b82b7b235c060778add/large,"Pallet of industrial conveyor belt lacing strips, Flexco packages and assorted long steel pieces; check size/fitment.",Preliminary research; exact match pending,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18289,"(4) partial spools of air hose, includes Parker 1/2"", 200 PSI max, 3/8"" air hose, Pioneer Farmax 3/4...",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/75bd05516114422b7899/large,"Several heavy hose reels loaded with air/industrial hose, aged and dusty; check reel bearings and hose pressure rating.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18290,"(1) Matthews Company HD, 3 pt. mower, model 10HDL, S/N 42021, approx. 10', 540 PTO.",Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/4e9f5b032b7b5c4c6c9a/large,"Large yellow Matthews three-point PTO mower on ground, heavy rust/paint wear and blades obscured; inspect gearbox and driveline.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18291,"(1) Stur Levan 7256, 3 pt. PTO with belt drive blower fan.",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/03159304b48c6de20233/large,"Large red/gray PTO-driven blower assembly on pallets, dusty/rusted and exposed shaft; no operation demonstrated.",Not researched,"Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18292,"Lot of assorted crane parts, includes a crane block, 941 crane ball, and more.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/c8a5e91963904f790e8f/large,"Multiple crane balls, hook blocks and rigging components on pallets; corrosion and unknown inspection history.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18294,"Large lot of galvanized steel chokers/lift straps, various sizes and lengths up to 2"" diameter, and ...",Low,9,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/2183fecf170d5c6b2d75/large,"Mixed hanging heavy steel wire rope, chain and lifting slings on wall; weathered and untagged, no certified lifting use.",Not researched,"Count exact included models, quantities and accessories | Verify ratings, condition and applicable safety/title/pressure checks | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18296,"Large lot of assorted heavy duty air hose, and assorted air tools.",Low,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/256a72515d6c47cf3331/large,"Pallet of mixed heavy-duty red/black air hoses and pneumatic fittings, dirty and weathered; pressure ratings unverified.",Not researched,"Count exact included models, quantities and accessories | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18297,"Large lot of assorted expanded steel grates, full 6' x 8' sheet of expanded steel, partial steel she...",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/0c5c91e12cb5fda90787/large,Large rusted expanded-steel mesh sheets and cut steel panels leaning against wall; heavy and awkward loading.,Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18299,"(1) 10' x 45"" wide screen deck with mounting plates.",Low,4,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/21c0145f57b506e7b032/large,Large long steel screening deck and metal bars stored on dirt; surface corrosion and bent-edge risk.,Not researched,"Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18300,"(1) Case Cab for a Case dozer, model 1150B &amp; 1150C crawler dozer, all glass, and windshield wipe...",Low,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/a7bb924cf9bb8e3bb057/large,"Orange Case dozer cab with glass and door openings, detached and weathered; inspect glazing, seals and mounting fit.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18301,"(3) sections of Tear Drop style pallet racking, includes (4) 42"" deep x 105"" tall uprights, (18) app...",Low,6,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/67c0de4cb93b089b14e1/large,"Three sections of tall pallet racking and wire mesh decking visible, with considerable surface rust and dirt piled near bases. Catalog requires self-disassembly; measure uprights, beams, deck clips and all bolt connections before pickup.",Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",230,600,,,
18302,"Lot of (2) sections of roller conveyor, approx. 10' long x 12"" wide x 10"" roller path.",Low,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/3abe241ece3d044bdb0a/large,"Two long metal roller-conveyor sections with visible roller chains; used/rusty, rollers and bearings untested.",Not researched,"Count exact included models, quantities and accessories | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18303,(1) Budgit 1-ton chain hoist.,Low,6,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/fc7670d95c19fa578dc3/large,"Budgit 1-ton electric-looking chain hoist (inspect nameplate and drive type) lies sideways on pallet amid adjacent conveyor equipment; paint is chipped and chain exposed. Hoist/load chain and functional condition unverified, no lifting use without inspection.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",95,265,,,
