"lot","internal_id","title","description","category","snapshot_bid_usd","photo_count","close_utc","indicative_resale_low_usd","indicative_resale_high_usd","conditional_max_hammer_usd","risk_flags","review_note","review_status","first_photo_url","photo_review_status","photo_findings","photo_review_sheet","historical_unverified_resale_low_usd","historical_unverified_resale_high_usd","historical_unverified_max_hammer_usd","market_research_status","market_evidence_urls","market_research_notes","market_research_date_utc","priority"
"18532","1705354","Lot of assorted hydraulic bottle jacks, includes (1) Jet, 15-ton, (2) unknown size bottle jacks, and...","Lot of assorted hydraulic bottle jacks, includes (1) Jet, 15-ton, (2) unknown size bottle jacks, and (2) approx. 20-ton, with handles.","Power and hydraulics","5","5","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Five red/orange hydraulic bottle jacks, including tall and compact models, all visibly grimy and worn. Several extension handles alongside. Check oil leaks, saddle screws, pressure hold and return valves; do not rely on painted tonnage for safety.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/2b294ac627057747ac43/large","Batch 05: all source photographs inspected","Five red/orange hydraulic bottle jacks, including tall and compact models, all visibly grimy and worn. Several extension handles alongside. Check oil leaks, saddle screws, pressure hold and return valves; do not rely on painted tonnage for safety.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","95","265","30","Not researched","","","","Medium"
"18533","1705355","Lot of (3) assorted hydraulic bottle jacks, 1 is approx. 10-ton, 1 is 12-ton, and 1 is 20-ton.","Lot of (3) assorted hydraulic bottle jacks, 1 is approx. 10-ton, 1 is 12-ton, and 1 is 20-ton.","Power and hydraulics","5","4","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Three gray/silver older bottle jacks with a few handle sections and oily/dusty bases. One center jack branded Samson. Unknown lift capacities and pressure hold; test each under safe controlled load.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/b1f69e6907fe4cc18ec3/large","Batch 05: all source photographs inspected","Three gray/silver older bottle jacks with a few handle sections and oily/dusty bases. One center jack branded Samson. Unknown lift capacities and pressure hold; test each under safe controlled load.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","65","180","20","Not researched","","","","Medium"
"18534","1705356","Lot of (3) assorted hydraulic bottle jacks, approx. 20-ton with handles.","Lot of (3) assorted hydraulic bottle jacks, approx. 20-ton with handles.","Power and hydraulics","5","6","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Three large green/gray older bottle jacks with heavily worn labels, surface rust and dirt. Tall designs may be high capacity but capacity not verified from photos. Inspect casting, seals and hydraulic performance.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/0a7a99b5bca7987aaa76/large","Batch 05: all source photographs inspected","Three large green/gray older bottle jacks with heavily worn labels, surface rust and dirt. Tall designs may be high capacity but capacity not verified from photos. Inspect casting, seals and hydraulic performance.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","65","185","20","Not researched","","","","Medium"
"18535","1705357","Lot of (2) 20-ton hydraulic bottle jacks.","Lot of (2) 20-ton hydraulic bottle jacks.","Power and hydraulics","5","5","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Two blue 20-ton bottle jacks and several loose handle pipes shown; labels weathered, paint chipped and bases dusty. Pressure hold and safe lift capacity require testing; bid as untested cores.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/e7219b4a413a4029af7b/large","Batch 05: all source photographs inspected","Two blue 20-ton bottle jacks and several loose handle pipes shown; labels weathered, paint chipped and bases dusty. Pressure hold and safe lift capacity require testing; bid as untested cores.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","60","175","20","Not researched","","","","Medium"
"18536","1705358","Lot of (4) vintage jack stands.","Lot of (4) vintage jack stands.","General industrial surplus","5","6","2026-09-29T23:00:00Z","","","","Safety inspection","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 6 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Four aged screw-style jack stands with visible corrosion and unknown ratings. Safety-critical; salvage/decorative valuation only pending qualified inspection. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/acc8d85493579f996f1a/large","Inspected (contact sheet)","Four aged mechanical screw-type jack stands with surface rust and wear; safety inspection essential.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","0","45","0","Not researched","","","","Low"
"18537","1705359","Lot of (2) tractor top links.","Lot of (2) tractor top links.","Farm equipment","5","4","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Pair of long rusty mechanical adjustable support jacks with eyelet ends and threaded sections. Check full screw travel, threads, pin retention and load rating before structural support use.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/50bb81310e37a45acaa0/large","Batch 05: all source photographs inspected","Pair of long rusty mechanical adjustable support jacks with eyelet ends and threaded sections. Check full screw travel, threads, pin retention and load rating before structural support use.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","45","135","15","Not researched","","","","Low"
"18538","1705360","(1) Ingersoll-Rand 1"" pneumatic impact gun, and (1) Ingersoll-Rand 3/4"" impact gun.","(1) Ingersoll-Rand 1"" pneumatic impact gun, and (1) Ingersoll-Rand 3/4"" impact gun.","General industrial surplus","5","6","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Two large Ingersoll-Rand impacts are visibly dirty, with substantial finish wear and some oxidized surfaces. No test under adequate air pressure; price reflects repair and slow freight risk.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/bbece1fe913473b89a71/large","40-lot verified batch 01: contact sheet reviewed","Two large Ingersoll-Rand impacts are visibly dirty, with substantial finish wear and some oxidized surfaces. No test under adequate air pressure; price reflects repair and slow freight risk.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","150","400","50","Not researched","","","","Low"
"18539","1705361","Lot of assorted propane tanks with heating heads, and (1) Weller soldering gun.","Lot of assorted propane tanks with heating heads, and (1) Weller soldering gun.","General industrial surplus","5","7","2026-09-29T23:00:00Z","","","","Fluids/storage","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 7 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Several blue portable fuel cylinders, heating/torch heads, Weller soldering gun and mixed small hardware; cylinder contents, fuel transport and electrical condition unknown. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/ee8f00599a44cd6e7e3f/large","Inspected (contact sheet)","Assorted small propane heaters, torch heads and soldering equipment in mixed shelf bins; cylinder contents and operation unknown.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","15","65","5","Not researched","","","","Low"
"18540","1705362","(1) Cole Tool Manufacturing hand drill press, #7.","(1) Cole Tool Manufacturing hand drill press, #7.","General shop tools","5","7","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Vintage cast-iron Cole Tool No. 7 hand-operated drill press with T-clamp mount, Jacobs-style chuck, hand crank and screw feed is photographed from seven angles. Rusty but appears substantially complete. Niche collector/tool-buyer demand; verify feed screw operation, jaw grip and alignment; used asking prices are not completed sales.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/bc2018157ba10cf717c8/large","Batch 04: visually inspected","Vintage cast-iron Cole Tool No. 7 hand-operated drill press with T-clamp mount, Jacobs-style chuck, hand crank and screw feed is photographed from seven angles. Rusty but appears substantially complete. Niche collector/tool-buyer demand; verify feed screw operation, jaw grip and alignment; used asking prices are not completed sales.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","60","175","23","Not researched","","","","Medium"
"18541","1705363","(1) Kar Products electric wire reel stand with assorted size wire.","(1) Kar Products electric wire reel stand with assorted size wire.","General industrial surplus","5","10","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Large KAR Products wall wire rack with multiple spools of gray, black, red and light-colored wire and loose coils on floor. Wire gauge, alloy, insulation ratings and usable remaining lengths unknown; rack and bulk local utility value dominate.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/794be978ff918980b093/large","Batch 05: all source photographs inspected","Large KAR Products wall wire rack with multiple spools of gray, black, red and light-colored wire and loose coils on floor. Wire gauge, alloy, insulation ratings and usable remaining lengths unknown; rack and bulk local utility value dominate.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","130","395","45","Not researched","","","","Low"
"18542","1705364","Contents of 2 shelves, includes assorted duct tape, electrical tape, (2) hand staplers with staples,...","Contents of 2 shelves, includes assorted duct tape, electrical tape, (2) hand staplers with staples, assorted bolts, wire, electrical connections, contact kits, and more, winning bidder responsible for proper removal.","General industrial surplus","5","10","2026-09-29T23:00:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 10 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Two shelves of assorted tape, staplers, staples, bolts, electrical connectors, cans and small hardware; aging consumables, substantial sorting and removal. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/4c35b8f31550b322575b/large","Inspected (contact sheet)","Shelves of mixed tape, staples, staplers and small hardware; aged consumables and incomplete packages.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","25","110","12","Not researched","","","","Low"
"18543","1705365","Lot of (3) 4-drawer pull out parts organizers with contents including fender washers, grease fitting...","Lot of (3) 4-drawer pull out parts organizers with contents including fender washers, grease fittings, cotter pins, clevises with pins, brass fittings, ball valves, air hose fittings, and more, lot also includes metal stand, winning bidder responsible for proper removal.","General shop tools","5","14","2026-09-29T23:00:00Z","","","","Removal/loading; Fluids/storage","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Three four-drawer Kar-style hardware cabinets on stands visibly contain substantial assorted grease fittings, bolts, valves and small fittings; some tray bins empty/mixed. Value favors own workshop storage; removal, re-sorting and completeness still labor-intensive.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/5f61f14da5207ed3fa4e/large","Batch 02: all catalog images reviewed","Three four-drawer Kar-style hardware cabinets on stands visibly contain substantial assorted grease fittings, bolts, valves and small fittings; some tray bins empty/mixed. Value favors own workshop storage; removal, re-sorting and completeness still labor-intensive.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","160","410","57","Not researched","","","","Medium"
"18544","1705366","Lot of (3) 4-drawer parts organizers with contents including square keys, woodruff keys, cable ties,...","Lot of (3) 4-drawer parts organizers with contents including square keys, woodruff keys, cable ties, wire terminals, battery cable eyelets and lugs, clamps, wire test clips, electric light pigtails, hold downs, and more, includes stand, winning bidder responsible for proper removal.","General shop tools","5","15","2026-09-29T23:00:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Three similar labeled organizers display many keys, cable ties, lugs, terminal hardware, hose connections and assorted small pieces. Mixed old stock and some unfilled cavities; inspect corrosion and whether cabinets slide freely.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/335ffbbd1428b04f3829/large","Batch 02: all catalog images reviewed","Three similar labeled organizers display many keys, cable ties, lugs, terminal hardware, hose connections and assorted small pieces. Mixed old stock and some unfilled cavities; inspect corrosion and whether cabinets slide freely.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","155","370","50","Not researched","","","","Low"
"18545","1705367","Lot of (3) 4-drawer pull out parts organizers with contents including metric bolts, socket head cap ...","Lot of (3) 4-drawer pull out parts organizers with contents including metric bolts, socket head cap screws, studs, snap rings, external and internal rings, roll pins, set screws, self-drilling screws, and more, includes stand, winning bidder responsible for proper removal.","General shop tools","5","14","2026-09-29T23:00:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Three labeled compartment cabinets show metric socket-cap fasteners, set screws, roll pins and snap rings, with multiple trays visibly stocked. Some compartments are sparse and stock identification may take hours.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/ad26e074aada71bd1444/large","Batch 02: all catalog images reviewed","Three labeled compartment cabinets show metric socket-cap fasteners, set screws, roll pins and snap rings, with multiple trays visibly stocked. Some compartments are sparse and stock identification may take hours.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","150","385","54","Not researched","","","","Medium"
"18546","1705368","(1) custom made, rotating lazy Susan style aerosol spray paint organizer/dispenser with assorted aer...","(1) custom made, rotating lazy Susan style aerosol spray paint organizer/dispenser with assorted aerosol paints, approx. 81"" tall x 14.5"" x 14.5"" base.","General industrial surplus","5","6","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 6 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Tall narrow custom rotating metal aerosol organizer with assorted old spray cans; cabinet/stand value contingent on removal and hazardous disposal of old contents. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/a9e30ddf6f358d4f58b1/large","Inspected (contact sheet)","Tall revolving metal aerosol organizer with many assorted spray cans; aged/unknown contents and hazardous disposal risk.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","15","85","10","Not researched","","","","Low"
"18547","1705369","Lot of (2) metal framed tables, 1 is approx. 45"" wide, 1 is approx. 36"" wide, with contents of (1) 4...","Lot of (2) metal framed tables, 1 is approx. 45"" wide, 1 is approx. 36"" wide, with contents of (1) 4-drawer pull parts organizer with (2) parts organizer trays, contents include assorted rivets, pipe fittings, (1) crimp pliers, jumper cables, trouble light, and more.","Tires and wheels","5","12","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 12 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Two mixed metal shop tables with drawers/organizers, assorted rivets, fittings, wires and small tools; large removal burden and unknown included quantities. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/f7a36c66fa685a673a60/large","Inspected (contact sheet)","Two shop tables covered in miscellaneous parts, tools and cables; exact included items and table stability unclear.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","40","160","20","Not researched","","","","Low"
"18548","1705370","(1) Schumacher multi battery charger, model SE-1072, (1) Chicago Electric battery tester, and (1) Ma...","(1) Schumacher multi battery charger, model SE-1072, (1) Chicago Electric battery tester, and (1) Marquette 32-150 battery charger.","General industrial surplus","5","5","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 5 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Schumacher SE-1072, Chicago Electric tester and vintage Marquette 32-150 battery charger; dusty old electrical equipment, output and cords untested. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/63a727ed96b08a46dddd/large","Inspected (contact sheet)","Three vintage battery chargers/testers including Marquette and Chicago Electric; cords aged and output untested.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","25","95","12","Preliminary research; exact match pending","","See market-research.md; preliminary searches do not establish matching sold comparables. | Preliminary research: market-research.md","2026-09-25","Medium"
"18549","1705371","(1) 5-drawer filing cabinet, 15"" wide x 28.5"" deep x 59"" tall.","(1) 5-drawer filing cabinet, 15"" wide x 28.5"" deep x 59"" tall.","General industrial surplus","5","5","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 5 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Black five-drawer narrow metal filing cabinet, visible scuffs and dirt; check all drawer runners and key; local-pickup demand. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/6f1aab0299c561d9899d/large","Inspected (contact sheet)","Tall black five-drawer metal filing cabinet with scuffs; check drawer slides, locks and keys.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","20","65","10","Not researched","","","","Low"
"18550","1705372","(1) Hotsy natural gas steam cleaner, 220V, includes assorted soaps, approx. 50' hose with gun and re...","(1) Hotsy natural gas steam cleaner, 220V, includes assorted soaps, approx. 50' hose with gun and reel, winning bidder responsible for proper removal with disconnection at 1st joint in exhaust duct.","General industrial surplus","5","8","2026-09-29T23:00:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Red Hotsy stationary natural-gas hot-water pressure washer with wall vent/exhaust, metal frame, hose reel, wand and chemical containers. Cabinet/tank are dusty and full operating sequence (burner, pump and high-pressure coil) is not demonstrated; buyer must disconnect exhaust safely and move heavy equipment. Dealer-serviced $2,450+ offerings are not as-is auction comparables.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/4f35b66cdd8559ead603/large","Batch 04: visually inspected","Red Hotsy stationary natural-gas hot-water pressure washer with wall vent/exhaust, metal frame, hose reel, wand and chemical containers. Cabinet/tank are dusty and full operating sequence (burner, pump and high-pressure coil) is not demonstrated; buyer must disconnect exhaust safely and move heavy equipment. Dealer-serviced $2,450+ offerings are not as-is auction comparables.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","650","1700","115","Not researched","","","","Low"
"18551","1705373","(1) Miller MP-65E welder, 230/460V, 3 phase, S/N JA358881, with a Miller Matic 30-E wire feed, welde...","(1) Miller MP-65E welder, 230/460V, 3 phase, S/N JA358881, with a Miller Matic 30-E wire feed, welder is for parts or repair.","Welding and gas","5","9","2026-09-29T23:00:00Z","","","","Incomplete/defective per catalog; Industrial power","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Heavy blue Miller MP-65E three-phase welding power unit with separate Millermatic 30-E wire-feed box, cables and wheeled base; enamel heavily chipped with rust around top and wheels. Catalog explicitly says for parts or repair. Do not treat as working MIG/wire-feed equipment; labor, 3-phase supply and removal cost dominate.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/c87bd9b06f182efe80d1/large","Batch 04: visually inspected","Heavy blue Miller MP-65E three-phase welding power unit with separate Millermatic 30-E wire-feed box, cables and wheeled base; enamel heavily chipped with rust around top and wheels. Catalog explicitly says for parts or repair. Do not treat as working MIG/wire-feed equipment; labor, 3-phase supply and removal cost dominate.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","100","315","24","Not researched","","","","High"
"18552","1705374","(1) Chicago Rivet &amp; Machine Company vintage manual rivet, machine S/N 106, Type Premier with foo...","(1) Chicago Rivet & Machine Company vintage manual rivet, machine S/N 106, Type Premier with foot pedal, in working condition.","General industrial surplus","5","5","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Source-verified batch-09 composite inspected, all 5 images represented. Provisional as-is heuristic, not verified sold comp or functional test. Heavy floor-standing vintage Chicago Rivet & Machine Type Premier manual foot-operated riveter, serial 106; auction claims working but no independent test or tooling inventory; costly pickup. Premium/tax/transport extra.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/a66716062e6c0edcbef8/large","Inspected (contact sheet)","Heavy vintage floor-mounted Chicago Rivet foot-operated machine with rusted steel body; tooling and operation unknown.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","60","225","25","Not researched","","","","Low"
"18553","1705375","(1) custom made grinder fixture, approx. 15"" wide x 18"", adjustable height with threaded rod.","(1) custom made grinder fixture, approx. 15"" wide x 18"", adjustable height with threaded rod.","General industrial surplus","5","4","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (4 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Custom steel bench-mounted grinder/press fixture with threaded height adjustment; surface rust, alignment unverified. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/43ba222507695ec8b83b/large","Inspected (contact sheet)","Custom steel bench-mounted grinder/press fixture with threaded height adjustment; surface rust, alignment unverified.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","25","85","12","Not researched","","","","Low"
"18554","1705376","(1) Bridgeport vertical milling machine, S/N J750B, S/N 27052, 42"" x 9"" slotted table, 1 HP, 220/440...","(1) Bridgeport vertical milling machine, S/N J750B, S/N 27052, 42"" x 9"" slotted table, 1 HP, 220/440V, 3 phase motor, includes 4"" machinists vise, in working condition, winning bidder responsible for proper removal.","General shop tools","5","12","2026-09-29T23:00:00Z","","","","Industrial power; Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Older one-HP Bridgeport vertical mill, 9-by-42-inch table, machinist vise, manual feeds and step-pulley head pictured; heavy dust and surface wear visible on table and column. 220/440V three-phase; verify spindle, knee/backlash, milling accuracy and professional rigging costs.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/0949ed52472ed05b15ab/large","Batch 02: all catalog images reviewed","Older one-HP Bridgeport vertical mill, 9-by-42-inch table, machinist vise, manual feeds and step-pulley head pictured; heavy dust and surface wear visible on table and column. 220/440V three-phase; verify spindle, knee/backlash, milling accuracy and professional rigging costs.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","1050","3200","245","Not researched","","","","Low"
"18555","1705377","(1) Walcott 18"" swing lathe, 76"" bed with steady rest and tail stock, tool holder, power feed bed, i...","(1) Walcott 18"" swing lathe, 76"" bed with steady rest and tail stock, tool holder, power feed bed, includes 14"" diameter 4-jaw chuck and 12"" 3-jaw chuck, includes work holding tooling, speed selector, 3 phase, in working condition, winning bidder responsible for proper removal.","General shop tools","5","16","2026-09-29T23:00:00Z","","","","Industrial power; Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Very large Walcott 18-inch swing, 76-inch bed older engine lathe with 4-jaw and 3-jaw chucks, steady rest, tailstock and miscellaneous tooling pictured. Heavy chip grime and surface wear on carriage; 3-phase supply. Catalog claims working, but inspect cold operation, leadscrew wear, gear engagement, ways and backlash, and arrange professional rigging before buying.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/ce1e35c0968f2928b45f/large","Batch 04: visually inspected","Very large Walcott 18-inch swing, 76-inch bed older engine lathe with 4-jaw and 3-jaw chucks, steady rest, tailstock and miscellaneous tooling pictured. Heavy chip grime and surface wear on carriage; 3-phase supply. Catalog claims working, but inspect cold operation, leadscrew wear, gear engagement, ways and backlash, and arrange professional rigging before buying.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","850","2600","260","Not researched","","","","Low"
"18556","1705378","(1) Marquette Dyna-Vision electronic engine analyzer vintage cart, 29"" wide x approx. 21"" deep x 45....","(1) Marquette Dyna-Vision electronic engine analyzer vintage cart, 29"" wide x approx. 21"" deep x 45.5"" tall, with lathe tooling, tooling includes assorted boring bars, Allen wrenches, insert tool holders, reamers, drills, and more.","General shop tools","5","7","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (7 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Red Marquette Dyna-Vision vintage engine-analyzer cart, drawers holding leads and tools; obsolete equipment, functionality untested. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/20fbce5639c5c4d10ee4/large","Inspected (contact sheet)","Red Marquette Dyna-Vision vintage engine-analyzer cart, drawers holding leads and tools; obsolete equipment, functionality untested.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","30","175","10","Preliminary research; exact match pending","","See market-research.md; preliminary searches do not establish matching sold comparables. | Preliminary research: market-research.md","2026-09-25","Low"
"18557","1705379","(1) Lawson Products wall mount organizer with assorted hydraulic brake lines, winning bidder respons...","(1) Lawson Products wall mount organizer with assorted hydraulic brake lines, winning bidder responsible for proper removal from wall.","Power and hydraulics","5","5","2026-09-29T23:00:00Z","","","","Removal/loading","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (5 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Wall-mounted Lawson brake-line organizer with numerous long metal tubes; verify tube condition and mounting removal. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/af6c8d52ec54b09ec2cb/large","Inspected (contact sheet)","Wall-mounted Lawson brake-line organizer with numerous long metal tubes; verify tube condition and mounting removal.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","20","85","10","Not researched","","","","Medium"
